"title","text","keyword_role","keyword_tone","source_type","source_url"
"На трассе Одесса-Киев пылала фура","<p> Грузовой автомобиль загорелся сегодня, 8 декабря, на трассе «Одесса-Киев». <br/></p><p> Как сообщают очевидцы, объятая пламенем фура находится в районе поворота на райцентр Саврань, возле села Красненькое. Подробности выясняются. </p><br/><br/> Пожар ликвидирован. Жертв и пострадавших нет. По данным ГСЧС, горел автомобиль «Рено Магнум». В результате пожара огнем повреждены отсек двигателя и имущество водителя на общей площади 6 квадратных метров. <p></p><p> Прицеп автомобиля, загруженный минеральной водой «Боржоми», не поврежден. Причиной пожара эксперты считают короткое замыкание электропроводки в двигателе автомобиля. </p> Сегодня, 11:40","subject","negative","internetsource","http://topnews.odessa.ua/"
"На трассе Одесса-Киев загорелся грузовик с водой «Боржоми»","<p>8 декабря в """"Службу спасения"""" поступило сообщение, что на 276 км. автодороги Киев-Одесса произошло возгорание грузового автомобиля. </p><p><br/> К месту происшествия были немедленно направлены пожарно-спасательные подразделения. Было установлено возгорание грузового автомобиля """"РЕНО-МАГНУМ"""" с автоприцепом. Спасателями пожар был локализован и полностью ликвидирован. </p><p> В результате пожара огнем повреждены отсек двигателя и имущество водителя. Спасен прицеп автомобиля, загруженный минеральной водой «Боржоми». Вероятной причиной пожара считается короткое замыкание электропроводки в двигателе автомобиля. </p><p><em> По материалам пресс-службы ГУ ГСЧС Украины в Одесской области </em></p>","subject","negative","internetsource","http://topor.od.ua/"
"На трассе Одесса-Киев пылала фура","<p> Грузовой автомобиль загорелся сегодня, 8 декабря, на трассе «Одесса-Киев». </p><p> Как <br/> сообщают очевидцы, объятая пламенем фура находится в районе поворота <br/> на райцентр Саврань, возле села Красненькое. Подробности выясняются. </p><p></p><p><br/> Пожар ликвидирован. Жертв и пострадавших <br/> нет. По данным ГСЧС, горел автомобиль «Рено Магнум». В результате пожара <br/> огнем повреждены отсек двигателя и имущество водителя на общей площади <br/> 6 квадратных метров. </p><p> Прицеп автомобиля, загруженный минеральной <br/> водой «Боржоми», не поврежден. Причиной пожара эксперты считают короткое <br/> замыкание электропроводки в двигателе автомобиля. </p><p> Также читайте: </p><p> На Среднефонтанской горит ночной клуб «Огни» (видео) </p><p> Думская.нет </p>","subject","negative","internetsource","http://odessa.web2ua.com/"
"На трасі """"Одеса-Київ"""" палала вантажівка з мінеральною водою (ФОТО)","<p>Загоряння сталося у Савранському районі </p><p> Як передає Depo.Одеса з посиланням на прес-службу ДСНС в Одеській області, 08 грудня о 15:40 до Служби порятунку """"101"""" надійшло повідомлення, що на 276 км. автошляху Київ-Одеса сталось загоряння вантажного автомобіля. </p><p></p><p> До місця події були негайно спрямовані пожежно-рятувальні підрозділи. Було встановлено загоряння вантажного автомобіля """"РЕНО-МАГНУМ"""" з автопричепом. Рятувальниками пожежа о 16:13 була локалізована та о 16:20 повністю ліквідована. </p><p> Внаслідок пожежі вогнем пошкоджено відсік двигуна та майно водія на загальній площі 6 м. кв. Врятований причеп автомобіля, який завантажений мінеральною водою """"Боржомі"""". Імовірною причиною пожежі вважається коротке замкнення електропроводки в двигуні автомобіля. </p><p> До ліквідації пожежі залучалось 2 одиниці основної пожежної техніки та 6 чоловік особового складу. </p><p><em></em></p>","subject","negative","internetsource","http://odesa.depo.ua/"
"На границе Одесской области горела фура с Боржоми","<p> На границе Одесской и Николаевской областей на трассе Одесса-Киев загорелся грузовой автомобиль марки «Рено». Пожар потушили прибывшие на место происшествия спасатели. Жертв и пострадавших нет. «В результате пожара огнем повреждены отсек двигателя и имущество водителя на общей площади 6 кв. м», - сообщают в пресс-службе ГУ ГСЧС Украины. </p><p> Но при этом пожар не затронул грузовой отсек машины, которая перевозила известную минеральную воду «Боржоми». Груз остался цел. По предварительным данным, причиной возгорания может быть короткое замыкание электропроводки в двигателе авто. Подробности выясняются. Напомним, что ранее в Одессе на Черемушках сгорело сразу два внедорожника . </p>","subject","negative","internetsource","http://odessa-life.od.ua/"
"На трассе """"Одесса-Киев"""" горел грузовик с минеральной водой (ФОТО)","<p>Возгорание произошло в Савранском районе </p><p> Как передает Depo.Одесса со ссылкой на пресс-службу ГСЧС в Одесской области, 08 декабря в 15:40 в Службу спасения """"101"""" поступило сообщение, что на 276 км. автодороги Киев-Одесса произошло возгорание грузового автомобиля. </p><p></p><p> К месту происшествия были немедленно направлены пожарно-спасательные подразделения. Было установлено возгорание грузового автомобиля """"РЕНО-МАГНУМ"""" с автоприцепом. Спасателями пожар в 16:13 был локализован и в 16:20 полностью ликвидирован. </p><p> В результате пожара огнем повреждены отсек двигателя и имущество водителя на общей площади 6 м. кв. Спасен прицеп автомобиля, загруженный минеральной водой """"Боржоми"""". Вероятной причиной пожара считается короткое замыкание электропроводки в двигателе автомобиля. </p><p> К ликвидации пожара привлекалось 2 единицы основной пожарной техники и 6 человек личного состава. </p><p><em> Больше о жизни Одессы и области таки читайте на Depo.Одесса </em></p><p> Как передает Depo.Одесса со ссылкой на пресс-службу ГСЧС в Одесской области, 08 декабря в 15:40 в Службу спасения """"101"""" поступило сообщение, что на 276 км. автодороги Киев-Одесса произошло возгорание грузового автомобиля. </p><p></p><p> К месту происшествия были немедленно направлены пожарно-спасательные подразделения. Было установлено возгорание грузового автомобиля """"РЕНО-МАГНУМ"""" с автоприцепом. Спасателями пожар в 16:13 был локализован и в 16:20 полностью ликвидирован. </p><p> В результате пожара огнем повреждены отсек двигателя и имущество водителя на общей площади 6 м. кв. Спасен прицеп автомобиля, загруженный минеральной водой """"Боржоми"""". Вероятной причиной пожара считается короткое замыкание электропроводки в двигателе автомобиля. </p><p> К ликвидации пожара привлекалось 2 единицы основной пожарной техники и 6 человек личного состава. </p><p><em> Больше о жизни Одессы и области таки читайте на Depo.Одесса </em></p>","subject","negative","internetsource",""
"На трассе """"Киев-Одесса"""" на ходу загорелась фура с """"Боржоми""""","<p><i> Вчера, 8 декабря, в 15:40, в Службу спасения «101» поступило сообщение, что на 276 км. автодороги Киев-Одесса произошло возгорание грузового автомобиля. </i></p><p> Об этом сообщает пресс-служба ГУ ГСЧС Украины в Одесской области. </p><p> Как оказалось, имело место возгорание грузового автомобиля """"РЕНО-МАГНУМ"""" с автоприцепом. </p><p> В результате пожара огнем повреждены отсек двигателя и имущество водителя. </p><p> Прицеп автомобиля был загружен минеральной водой «Боржоми». </p><p> Вероятной причиной пожара считается короткое замыкание электропроводки в двигателе автомобиля. </p>","subject","negative","internetsource","https://www.048.ua/"
"На границе Одесской области горела фура с Боржоми","<p></p><p> На границе Одесской и Николаевской областей на трассе Одесса-Киев загорелся грузовой автомобиль марки «Рено». Пожар потушили прибывшие на место происшествия спасатели. Жертв и пострадавших нет. «В результате пожара огнем повреждены отсек двигателя и имущество водителя на общей площади 6 кв. м», — сообщают в пресс-службе ГУ ГСЧС Украины. </p><p> Но при этом пожар не затронул грузовой отсек машины, которая перевозила известную минеральную воду «Боржоми». Груз остался цел. По предварительным данным, причиной возгорания может быть короткое замыкание электропроводки в двигателе авто. Подробности выясняются. Напомним, что ранее в Одессе на Черемушках сгорело сразу два внедорожника. </p><table></table><p> 2016.12.09 </p><p> 99 </p><p></p><p> Рекомендуем также почитать по этой теме: </p><p> Стapaться забыть кого-то – значит все время о нем помнить. </p>","subject","negative","internetsource","http://odessa.web2ua.com/"
"На трассе """"Киев-Одесса"""" на ходу загорелась фура с """"Боржоми""""","<p><i> Вчера, 8 декабря, в 15:40, в Службу спасения «101» поступило сообщение, что на 276 км. автодороги Киев-Одесса произошло возгорание грузового автомобиля. </i></p><p> Об этом сообщает пресс-служба ГУ ГСЧС Украины в Одесской области. </p><p> Как оказалось, имело место возгорание грузового автомобиля """"РЕНО-МАГНУМ"""" с автоприцепом. </p><p> В результате пожара огнем повреждены отсек двигателя и имущество водителя. </p><p> Прицеп автомобиля был закрыт минеральной водой «Боржоми». </p><p> Вероятной причиной пожара считается короткое замыкание быстрая заправка картриджей, ксероксов в двигателе автомобиля. </p> Сегодня, 13:00","subject","negative","internetsource","http://topnews.odessa.ua/"
"На одесской трассе горел грузовик","<p> Вчера, 8 декабря, в 15:40, в Службу спасения «101» поступило сообщение, что на 276 км. автодороги Киев-Одесса произошло возгорание грузового автомобиля. </p><p> Об этом сообщает пресс-служба ГУ ГСЧС Украины в Одесской области. </p><p> Как оказалось, имело место возгорание грузового автомобиля «РЕНО-МАГНУМ» с автоприцепом. </p><p> В результате пожара огнем повреждены отсек двигателя и имущество водителя. </p><p> Прицеп автомобиля был загружен минеральной водой «Боржоми». </p><p> Вероятной причиной пожара считается короткое замыкание электропроводки в двигателе автомобиля. </p>","subject","negative","internetsource","http://treebuna.info/"
"Под Одессой горел грузовик","<p> Вчера, 8 декабря, в 15:40 на трассе Одесса-Киев загорелся грузовик, перевозивший минеральную воду «Боржоми». Инцидент случился в районе 276-го км. <br/><br/> На место прибыли спасатели и оперативно потушили огонь, однако пламя успело повредить отсек двигателя и вещи водителя. Но вот прицеп с товаром удалось спасти. <br/><br/> Предположительно, пожар произошел из-за замыкания в электропроводке двигателя. </p>","subject","negative","internetsource","http://odessa1.com/"
"Под Одессой горел грузовикВчера, 8 декабря, в 15:40 на трассе Одесса-Киев загорелся грузовик, перевозивший минеральную воду «Боржоми». Инцидент случил","Под Одессой горел грузовикВчера, 8 декабря, в 15:40 на трассе Одесса-Киев загорелся грузовик, перевозивший минеральную воду «Боржоми». Инцидент случился в районе 276-го км. #Одесса #новости http://odessa1.com/news/pod-odessoy-gorel-gruzovik-70757.html﻿Под Одессой горел грузовик

Вчера, 8 декабря, в 15:40 на трассе Одесса-Киев загорелся грузовик, перевозивший минеральную воду «Боржоми». Инцидент случился в районе 276-го км. #Одесса #новости 
http://odessa1.com/news/pod-odessoy-gorel-gruzovik-70757.html ","object","negative","socialnetworksource","http://google.com/"
"На границе Одесской и Николаевской областей горела фура с «Боржоми»","<p> На границе Одесской и Николаевской областей на трассе Одесса-Киев загорелся грузовой автомобиль марки «Рено». Пожар потушили прибывшие на место происшествия спасатели. </p><p> Жертв и пострадавших нет. «В результате пожара огнем повреждены отсек двигателя и имущество водителя на общей площади 6 кв. м», - сообщают в пресс-службе ГУ ГСЧС Украины. </p><p> Но при этом пожар не затронул грузовой отсек машины, которая перевозила известную минеральную воду «Боржоми». Груз остался цел. По предварительным данным, причиной возгорания может быть короткое замыкание электропроводки в двигателе авто. Подробности выясняются. Напомним, что ранее в Одессе на Черемушках сгорело сразу два внедорожника. </p><p> Источник: Одесская жизнь </p><p></p>","subject","negative","internetsource","http://poragovorit.com/"
"На трассе Киев — Одесса горел грузовик, перевозивший минеральную воду","<p></p><p> 9 декабря 2016 | 10:28 | 0 </p><p> Спасатели ликвидировали возгорание грузовика в Савранском районе Одесской области. Об этом сообщает отдел связей со СМИ и работы с общественностью Главного управления Госслужбы по чрезвычайным ситуациям Украины в Одесской области. </p><p></p><p> 8 декабря в 15.40 в Службу спасения «101» поступило сообщение, что на 276 км трассы Киев — Одесса загорелся грузовой автомобиль «Renault Magnum» с автоприцепом. </p><p></p><p> Прибывшие на место происшествия пожарно-спасательные подразделения в 16.20 полностью ликвидировали огонь и спасли прицеп, который был загружен минеральной водой «Боржоми». </p><p></p><p> В результате пожара поврежден отсек двигателя и имущество водителя на общей площади 6 кв.м. </p><p></p><p> Вероятной причиной возгорания считается короткое замыкание электропроводки в двигателе автомобиля. </p><p></p><p> К ликвидации пожара привлекалось 2 единицы основной пожарной техники и 6 человек личного состава. </p><b> Comments </b><p> comments </p> Головні новини України","subject","negative","internetsource","https://novostiodessa.pp.ua/"
